Message,preprocess_message,Label
"@user Yo estoy valorando Movistar. Son careros, pero tienen buenas ofertas para el primer año. Y luego ya se verá...  @user",  yo estoy valorando movistar  son careros  pero tienen buenas ofertas para el primer año  y luego ya se verá      ,0
me encantaría mucho tener una buena cámara y saber como usarla a la perfección,me encantaría mucho tener una buena cámara y saber como usarla a la perfección ,1
Cuando contrato 500mbs extra y llevo consumido 3 Gb JAJAJA cuando vea la factura no habrá tanta risa,cuando contrato 500mbs extra y llevo consumido 3 gb jajaja cuando vea la factura no habrá tanta risa ,-1
Casi me quedo dormido en el bus hasta Trujillo,casi me quedo dormido en el bus hasta trujillo ,0
@user gracias por tu atenta y puntual bienvenida al curso online. Va a ser un placer trabajar contigo,  gracias por tu atenta y puntual bienvenida al curso online  va a ser un placer trabajar contigo ,1
"Quieras o no, vivir rodeada de mar, te influye.  Paso un par de semanas sin ir a la playa y ya me hace falta.",quieras o no  vivir rodeada de mar  te influye    paso un par de semanas sin ir a la playa y ya me hace falta  ,-1
@user MEMEO AJAJAJ Pues yo llevo.. 3 años sin dar educación física,  memeo ajajaj pues yo llevo  3 años sin dar educación física ,0
"Estoy contenta, acabo de ver que los gustos que en algún momento transmití sobre una banda en específica, ha llegado a otra persona más.",estoy contenta  acabo de ver que los gustos que en algún momento transmití sobre una banda en específica  ha llegado a otra persona más  ,1
que te echo de menos cosa chicaa!   http,que te echo de menos cosa chicaa     http ,-1
"@user @user @user @user ...""futbolizando"" la afición auitomovilística.",          futbolizando  la afición auitomovilística  ,0
"Ey @user me gustaría escuchar #UnMinutoSinDolor, nuevo single promocional de @user en #LaMejorVariedadMusical de @user",ey   me gustaría escuchar   nuevo single promocional de   en  de   ,1
Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,preferiría discutir con un umpalumpa que con un  a  cristiano  a  conservador  a  de derecha  ,-1
A un paso de darle una vuelta completa a nuestro sol Lov u @ El Tizón,a un paso de darle una vuelta completa a nuestro sol lov u   el tizón ,0
Una pizza. Una conversación amena. Amigos. Buena noche,una pizza  una conversación amena  amigos  buena noche ,1
"Massimo Bottura está en América. Está en México. Y yo estoy aquí, acostada en mi cama, sufriendoooo!!! Quiero conocerlo",massimo bottura está en américa  está en méxico  y yo estoy aquí  acostada en mi cama  sufriendoooo    quiero conocerlo ,-1
@user llego a saber que zafreo es igual a cerveceo y voy,  llego a saber que zafreo es igual a cerveceo y voy ,0
Buenos días amigos de Facebook   ¡¡Volvemos a tener Granizados de… http,buenos días amigos de facebook      volvemos a tener granizados de  http ,1
"Soy la peor basura del mundo porque, justo hoy Andrea tenía que verme con otra mujer, que mal me sentí.",soy la peor basura del mundo porque  justo hoy andrea tenía que verme con otra mujer  que mal me sentí  ,-1
@user yo me mande a traer una XL por ebay y me queda enorme y eso que estoy panzon jaja,  yo me mande a traer una xl por ebay y me queda enorme y eso que estoy panzon jaja ,0
"El día 2 tengo los exámenes, suena lejano pero es la semana que viene jajaxd",el día 2 tengo los exámenes  suena lejano pero es la semana que viene jajaxd ,1
"Desesperada estoy, trabajaré en cualquier cosa",desesperada estoy  trabajaré en cualquier cosa ,-1
@user Hahahaha no me enoja. Solo juego aunque es cierto,  hahahaha no me enoja  solo juego aunque es cierto ,0
@user ¡muchísimas gracias Blanca! La verdad es que es un plato fácil pero muy rico y vistoso,   muchísimas gracias blanca  la verdad es que es un plato fácil pero muy rico y vistoso ,1
Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.,estoy segura que esta fue mi última entrevista a jaime saavedra como ministro de educación  vamos a perder un gran ministro  ,-1
@user @user es que hablo de sus correos corporativos en sus PCs,    es que hablo de sus correos corporativos en sus pcs ,0
"Pensé que los hacías y compartias por aquí en plan espontáneo, no que tenías una cuenta específica @user. Follow you now again  .",pensé que los hacías y compartias por aquí en plan espontáneo  no que tenías una cuenta específica    follow you now again    ,1
@user porque si digo que quiero mamón chino me dicen una vulgaridad,  porque si digo que quiero mamón chino me dicen una vulgaridad ,-1
"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",ay dios he pecado  pero es que ese bikini estaba re lindo y necesitaba bronceador ,0
"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",me voy mañana para la playa  confiando que el sol me quite esta gripe tan horrible  ,1
@user Eso es antiguo ya,  eso es antiguo ya ,-1
"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",no dennis  no puedes cometer los mismo errores  es hora de cambiar y cometer nuevos errores ,0
"@user y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi",  y si puedo trabajar en madrid  buenos aires o bogotá yo sería también muy feliz hihihihi ,1
@user Llévales bibliografía! La evidencia en educación médica existe,  llévales bibliografía  la evidencia en educación médica existe ,-1
@user pero podrías rescatar las cosas buenas que te pasaron ánimos,  pero podrías rescatar las cosas buenas que te pasaron ánimos ,0
@user que te vaya bien por Murcia mala persiana,  que te vaya bien por murcia mala persiana ,1
@user ooops cierto. Me mata @user,  ooops cierto  me mata   ,-1
"Último dia en Elche, ahora toca Benidorm",último dia en elche  ahora toca benidorm ,0
@user jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!!,  jajajaja yo creo que esa fue improvisto eh  muchas grasias hermosa   ,1
@user pura vida. Ya llamé pero fue como no haber llamado.,  pura vida  ya llamé pero fue como no haber llamado  ,-1
"@user Ya ves, parece un comic más maduro pero el dibujo se delata solo",  ya ves  parece un comic más maduro pero el dibujo se delata solo ,0
Tenemos nueva actualizacion en F1 2016! Muchos cambios y mejoras   http,tenemos nueva actualizacion en f1 2016  muchos cambios y mejoras    http ,1
Me gustaría que Movistar no me deje colgado sin internet después de haberme ido de Orange,me gustaría que movistar no me deje colgado sin internet después de haberme ido de orange ,-1
"@user hmmmm no sé, aún las siento pegadas en el cielo de la boca",  hmmmm no sé  aún las siento pegadas en el cielo de la boca ,0
Segunda sesión del día y ahora ya voy notando la adaptación    Muy cómodo  En ocasiomes hago… http,segunda sesión del día y ahora ya voy notando la adaptación     muy cómodo   en ocasiomes hago  http ,1
Estos días me encuentro muy débil... espero que se me pase pronto!!!,estos días me encuentro muy débil  espero que se me pase pronto    ,-1
@user Cual es tu helado favorito y comida? Como te parecio Costa Rica cuando viniste y a donde fuiste? Sigueme pls saludos bye,  cual es tu helado favorito y comida  como te parecio costa rica cuando viniste y a donde fuiste  sigueme pls saludos bye ,0
@user Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga,  jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo    ,1
@user pff... Cada vez tengo más claro qje soy mura rara,  pff  cada vez tengo más claro qje soy mura rara ,-1
@user una gran oportunidad para que disfrutemos (con @user ) de su trabajo...,  una gran oportunidad para que disfrutemos  con    de su trabajo  ,0
No hay nada mejor que ver el estreno de #RogueOne con la mejor compañía,no hay nada mejor que ver el estreno de  con la mejor compañía ,1
"@user yo lo único e puedo rescatar es TØP y Coldplay,pero no tengo un cinco.",  yo lo único e puedo rescatar es tøp y coldplay  pero no tengo un cinco  ,-1
2 meses que parecen una eternidad. no sabes como me haces falta mi querida abuelita,2 meses que parecen una eternidad  no sabes como me haces falta mi querida abuelita ,0
"@user Qué buena pinta.. se parece mucho a un ""suquet de rape"" por aquí",  qué buena pinta  se parece mucho a un  suquet de rape  por aquí ,1
@user Porque era el primer semestre y te daba miedo faltar. A ver si este año nos abandonas menos.,  porque era el primer semestre y te daba miedo faltar  a ver si este año nos abandonas menos  ,-1
"@user acabo de subir una foto con él, pero es el mismo nombre que mi twitter",  acabo de subir una foto con él  pero es el mismo nombre que mi twitter ,0
Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche,pensar en irse pronto a la cama y ver que dan 2 capítulos de  la mejor manera de alegrarse la noche ,1
"Como dice @user , se escapa otro verano en un furgón blindado    @salaBBK #Bilbao #QuiqueGonzález  http",como dice    se escapa otro verano en un furgón blindado           http ,-1
@user Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón,  exacto  todo lo que él hace lo hace con el corazón y desde el corazón ,0
"Bueno, ya he montado la biblioteca y de no tener espacio, con ella me sobran huecos jajaja En unos años estara llenita",bueno  ya he montado la biblioteca y de no tener espacio  con ella me sobran huecos jajaja en unos años estara llenita ,1
Con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil,con lo que voy a gastar comprándome algo para halloween me compro una mudada y de paso la entrada en 5 mil ,-1
mi hermoso @user esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las @user,mi hermoso   esta que hace live en ig y no puedo ver me quiero morir queria un saludo para las   ,0
La final de @user esta esta muy interesante,la final de   esta esta muy interesante ,1
mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama,mi vida es una mierda primero me enamoro de un macedonio en ibiza y ahora del timbales de la panorama ,-1
"Estoy bien  Muchas gracias a aquellos que preguntais, el problema es que hoy no me dieron cita.. dijeron que imposible",estoy bien   muchas gracias a aquellos que preguntais  el problema es que hoy no me dieron cita  dijeron que imposible ,0
Es que es taaaaaan bonito,es que es taaaaaan bonito ,1
Pero tenemos fe en que el TEC sea igual de masoquista que siempre y nos haga ir a como de lugar.,pero tenemos fe en que el tec sea igual de masoquista que siempre y nos haga ir a como de lugar  ,-1
Miraflores dime que dentro de ti hay buenos polos,miraflores dime que dentro de ti hay buenos polos ,0
Recuerdo cuando le escribía a mi hermana @user para que me motivara y me hiciera sentir útil. Dios me dio a la mejor hermana,recuerdo cuando le escribía a mi hermana   para que me motivara y me hiciera sentir útil  dios me dio a la mejor hermana ,1
"@user @user jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony",    jaja y por que lo peor  los juegos de ubisoft no son tan malos  lo que si es un poco malo es ser solo de sony ,-1
@user no porque no los tienes activados a todos,  no porque no los tienes activados a todos ,0
"La vida hay que verla de manera optimista. Hay que luchar, hay que ser fuertes ante todo.",la vida hay que verla de manera optimista  hay que luchar  hay que ser fuertes ante todo  ,1
@user una especie de Titanic pero en versión cutre no?,  una especie de titanic pero en versión cutre no  ,-1
"@user hola, te contamos que el incidente que tuvimos con el aspersor ya se solucionó ¡Te esperamos pronto!",  hola  te contamos que el incidente que tuvimos con el aspersor ya se solucionó  te esperamos pronto  ,0
"Hoy fue la primera vez en 20 años de vida que me comí un Chifrijo jaja Sabía rico, pero si el chicharron no tuviese pellejo sería mejor",hoy fue la primera vez en 20 años de vida que me comí un chifrijo jaja sabía rico  pero si el chicharron no tuviese pellejo sería mejor ,1
@user su madre sé suicido y la encontró Chelo muerta,  su madre sé suicido y la encontró chelo muerta ,-1
"@user FELIZ CUMPLEAÑOS JULIAN Z ! q Dios te bendiga muchísimo, un fuerte abrazo desde Huacho",  feliz cumpleaños julian z  q dios te bendiga muchísimo  un fuerte abrazo desde huacho ,0
